Title,Authors,Publication Date,Journallink,Journal
"Accounting, reporting and verification of impact: Implications for sustainability: A commentary on Adams et al. (2023) “Styles of verification and the pursuit of organisational repair: The case of social impact”",,"In Press, Corrected Proof, Available online 3 January 2024",https://www.sciencedirect.com/science/article/pii/S0361368223001113/pdfft?md5=816e9d13568fb8019caf3b0693f265b1&pid=1-s2.0-S0361368223001113-main.pdf,AOS-Accounting Organizations and Society
Discussion of “Do green business practices license self-dealing or prime prosociality? Cross-domain evidence from environmental concern triggers”,,"In Press, Corrected Proof, Available online 3 January 2024",https://www.sciencedirect.com/science/article/pii/S0361368223001101/pdfft?md5=64f6dcf71feb882ff0ea0fd28c495607&pid=1-s2.0-S0361368223001101-main.pdf,AOS-Accounting Organizations and Society
Catch me if you match! A discussion of auditors' involvement in clients’ sustainability reporting,,"In Press, Corrected Proof, Available online 3 January 2024",https://www.sciencedirect.com/science/article/pii/S0361368223001071/pdfft?md5=d778ba5e7724d1e0be60f9661d127c57&pid=1-s2.0-S0361368223001071-main.pdf,AOS-Accounting Organizations and Society
"Commentary: On theory, data, and interpreting results in political CSR research: Reflecting on “Do firms put their money where their mouth is? Sociopolitical claims and corporate political activity”",,"In Press, Corrected Proof, Available online 2 January 2024",https://www.sciencedirect.com/science/article/pii/S0361368223001095/pdfft?md5=1332c85e07585330905d1ac35fcb27ec&pid=1-s2.0-S0361368223001095-main.pdf,AOS-Accounting Organizations and Society
"CSR disclosures in buyer-seller markets: Research design issues, greenwashing and regulatory implications, and directions for future research",,"In Press, Corrected Proof, Available online 25 December 2023",https://www.sciencedirect.com/science/article/pii/S0361368223001083/pdfft?md5=8d4298663cc7c93be13bc7f6a5aa191a&pid=1-s2.0-S0361368223001083-main.pdf,AOS-Accounting Organizations and Society
Learning in the auditing profession: A framework and future directions,,"In Press, Corrected Proof, Available online 12 December 2023",https://www.sciencedirect.com/science/article/pii/S0361368223001058/pdfft?md5=9d0b572ea56e1b7e3a539905d3f2a1c6&pid=1-s2.0-S0361368223001058-main.pdf,AOS-Accounting Organizations and Society
The interdependence between the choice of fixed-term professional workers and the control environment,,"In Press, Corrected Proof, Available online 1 December 2023",https://www.sciencedirect.com/science/article/pii/S036136822300096X/pdfft?md5=e441964427e089521be0d269713ba6a8&pid=1-s2.0-S036136822300096X-main.pdf,AOS-Accounting Organizations and Society
The effects of strategic alignment and strategic clarity on multidimensional task performance,,"In Press, Corrected Proof, Available online 4 November 2023",https://www.sciencedirect.com/science/article/pii/S0361368223000958/pdfft?md5=34b5406b89a5e71b3c31de23a072189d&pid=1-s2.0-S0361368223000958-main.pdf,AOS-Accounting Organizations and Society
"Audit partner facial traits, gender, and career outcomes",,"In Press, Corrected Proof, Available online 13 October 2023",https://www.sciencedirect.com/science/article/pii/S0361368223000843/pdfft?md5=bb7e09a9ba0bdc4f64465cb5afe2cfea&pid=1-s2.0-S0361368223000843-main.pdf,AOS-Accounting Organizations and Society
Accounting for GDP– A study of epistemic strategies when calculating the quarterly economy,,"In Press, Corrected Proof, Available online 10 October 2023",https://www.sciencedirect.com/science/article/pii/S0361368223000934/pdfft?md5=5aa80b71b166cba3dce0bf4c140fe619&pid=1-s2.0-S0361368223000934-main.pdf,AOS-Accounting Organizations and Society
Memories lost: A history of accounting records as forms of projection,,"In Press, Corrected Proof, Available online 10 October 2023",https://www.sciencedirect.com/science/article/pii/S0361368223000855/pdfft?md5=fcd7e54f5097089d94fae91e79215484&pid=1-s2.0-S0361368223000855-main.pdf,AOS-Accounting Organizations and Society
Auditor sustainability focus and client sustainability reporting,,"In Press, Corrected Proof, Available online 7 October 2023",https://www.sciencedirect.com/science/article/pii/S0361368223000831/pdfft?md5=446ce678fed05926ff4f39757d0752c4&pid=1-s2.0-S0361368223000831-main.pdf,AOS-Accounting Organizations and Society
Investor reactions to apologies for financial misconduct,,"In Press, Corrected Proof, Available online 4 October 2023",https://www.sciencedirect.com/science/article/pii/S036136822300082X/pdfft?md5=2f459177f3e3534516a7fca7fa17ed7c&pid=1-s2.0-S036136822300082X-main.pdf,AOS-Accounting Organizations and Society
Experimental research on standard-setting issues in financial reporting,,"In Press, Corrected Proof, Available online 3 October 2023",https://www.sciencedirect.com/science/article/pii/S0361368223000806/pdfft?md5=5f4f24a4d4d8281e9ea02dcf3f75be70&pid=1-s2.0-S0361368223000806-main.pdf,AOS-Accounting Organizations and Society
Do firms put their money where their mouth is? Sociopolitical claims and corporate political activity,,"In Press, Corrected Proof, Available online 27 September 2023",https://www.sciencedirect.com/science/article/pii/S0361368223000818/pdfft?md5=b8def80772367b7eb8657b79b75619cf&pid=1-s2.0-S0361368223000818-main.pdf,AOS-Accounting Organizations and Society
CSR disclosures in buyer-seller markets: The impact of assurance of CSR disclosures and incentives for CSR investments,,"In Press, Corrected Proof, Available online 30 August 2023",https://www.sciencedirect.com/science/article/pii/S0361368223000697/pdfft?md5=ad0d94101c459c4427159221f5febfd5&pid=1-s2.0-S0361368223000697-main.pdf,AOS-Accounting Organizations and Society
Do green business practices license self-dealing or prime prosociality? Cross-domain evidence from environmental concern triggers,,"In Press, Corrected Proof, Available online 19 August 2023",https://www.sciencedirect.com/science/article/pii/S0361368223000685/pdfft?md5=b7d7a69c6e9b4a13f33bc654464de48d&pid=1-s2.0-S0361368223000685-main.pdf,AOS-Accounting Organizations and Society
